0,1623.2,1694.2,1652.8,1694.4,1635.8,1643.4,1635.4,1606.5
0,1276.2,1243.5,1101.1,1135.9,1268.5,1285.4,1181.5,1113.2
0,1662.2,1620.9,1437.6,1397.8,1483.8,1843.3,1424.5,1483.1
0,1222.1,1191.8,1039.6,1006.7,1191.9,1200.4,966.03,1031.5
0,1249.9,1412.7,1273.8,1384.3,1279.2,1341.5,1227.5,1157.2
0,1149.5,1060.1,1023.6,1003.5,1111.6,1043.6,1074.6,911.56
0,1383.3,1509.4,1292,1259.3,1359.2,1496,1184.4,1374.5
0,1035.3,960.66,930.21,835.52,1011.3,962.59,861.95,911.31
0,1609.5,1598.8,1344,1300.2,1499.6,1504.6,1284.3,1325.4
0,1507.5,1578.5,1518.3,1214.2,1366.4,1293.9,1254.9,1153.6
0,1045.3,1058,1072.1,964.64,1135,1129.8,1071.9,978.34
0,1057.9,1125.3,1006.3,1048.1,1094.4,1152.6,955.67,1070.2
0,1497.4,1574,1209.9,1281.7,1357.2,1485.9,1193.3,1183.6
0,1137.2,1195.8,1131.1,1036.4,1155.3,1098.8,1021.2,962.89
0,920.8,929.54,869.32,902.75,974.26,989.88,973.01,884.63
0,1406.1,1324.8,1224.6,1243.4,1275.8,1338.4,1324.5,1222.4
0,1584.7,1569.8,2180.3,1723.2,1546.4,1768.2,1701.8,1626.6
0,1073.4,1007.9,968.7,903.78,1047.2,1005.9,1017.1,917.99
0,1471.3,1472.2,1444.8,1392.2,1472.7,1480.1,1421.7,1421.6
0,1130.6,1110.7,1046.3,882.65,1079.8,1130,1150.7,1010.9
0,1217.5,1251.2,1123.9,1196.4,1323.7,1269.9,1100.5,1126.7
0,1396.4,1256.9,1301.6,1208.4,1325.6,1230.5,1186.4,1281.7
0,1104.4,1105.6,877.88,1045.9,1077,1215,904.78,973.26
0,988.46,1030,918.36,968.01,1057.4,1092.7,962.49,897.92
0,983.9,962.8,873.08,977.98,904.72,964.9,889.92,996.17
0,1512.8,1612.2,1467,1338.4,1465.1,1612.1,1385.6,1432.6
0,1193.1,1176.2,1080,1057.8,1160.2,1182.3,1084.3,1173.4
0,1611.6,1676.1,1377.3,1459.6,1592.9,1526.4,1445.7,1356.5
0,1404.2,1464.9,1331.4,1275.6,1459.9,1484.6,1303.5,1224.3
0,1512,1652.6,1375.9,1410.4,1582.1,1625.7,1365,1410
1,1044.1,1481.6,1396.9,1490.2,1175.6,1318.9,1544.3,1365.5
1,1423.4,1658.9,1631.3,1690.6,1389,1635.9,1558.6,1687.1
1,842.92,920.77,1059.9,1130.8,887.05,1018.4,995.01,1106.7
1,1279.2,1242.9,1374.6,1416.1,1244.1,1342.1,1283.6,1249.8
1,1253,1532.7,1521.9,1579.1,1450.7,1427.9,1424.5,1716.4
1,1194.1,1217.8,1262,1322.3,1218.2,1216.2,1299.2,1271.7
1,1165,1196.5,1270.6,1281.8,1133.4,1232.1,1309.4,1346
1,1091.3,1150.9,1135.8,1312,1067.9,1029.7,1168.2,1246.8
1,1362.1,1595.7,1386.1,1569.8,1354.7,1673.9,1413,1671.9
1,1536,1612.7,1779.1,1549.7,1718.7,1502.5,1690,1644.1
1,1276.1,1471.4,1487.2,1415.2,1312,1378.4,1425,1368.8
1,1426.7,1241.7,1420.6,1296.4,1370.9,1384.5,1241.7,1650.8
1,1417.2,1522.4,1396.5,1561.1,1475.7,1520.4,1480,1487.5
1,1179.8,1503.2,1343.9,1452.5,1170.5,1285.2,1367,1430.1
1,1251.4,1488,1453.7,1467.6,1282.7,1960.7,1535.9,1623.2
1,2873.4,2806.4,3035.9,3235.7,2779.1,2914.7,3078.8,2709.2
1,1567.9,1705.5,1497.8,1617.1,1466.2,1787.3,1556.8,1635.8
1,1570.5,1709.8,1607.1,1612.5,1499.5,1780,1458.3,1874.1
1,996.38,1053.7,1125.2,1149.3,1049.6,1141.8,1159.2,1163
1,961.5,955.38,1066.9,1107,980.85,1036.7,1103.1,1110.5
1,1344.3,1527.1,1429.8,1432.8,1293,1411.6,1385.4,1457.6
1,1074.4,1204.8,1363.5,1385.2,1032.4,1145.5,1168.8,1322.1
1,1059.5,1207.6,1213.4,1295.6,1029.3,1205,1157.2,1318.8
1,1265.3,1300.3,1321.7,1446.6,1275.4,1403.5,1280.5,1507.1
1,1478.2,1553.9,1573.7,1634.3,1266.8,1646.1,1424.6,1686.2
1,1249.7,1317.4,1427.1,1249.4,1290.6,1308.4,1331,1368.5
1,1453.5,1450.3,1453.8,1488.9,1515.8,1379.1,1404.8,1464.7
1,1152,1122.5,1245.2,1281.4,1126.4,1203.5,1304.8,1326.8
1,1051.2,1070.6,1120.6,1369.3,1092.9,1202.2,1158.9,1146
1,1216.2,1065.5,1164.2,1144.2,1085.4,1117.9,1120.1,1196.2
